edinet_code,ticker,name_ja,name_en,industry,listed,search_text
E39425,,弓削　雅人,弓削　雅人,Others,False,弓削　雅人  
E39426,,サムティホールディングス株式会社,"SAMTY HOLDINGS Co., Ltd.",Services,False,"サムティホールディングス株式会社 samty holdings co., ltd. "
E39427,,株式会社宮脇商事,株式会社宮脇商事,Others,False,株式会社宮脇商事  
E39429,,マルエヌ株式会社,マルエヌ株式会社,Others,False,マルエヌ株式会社  
E39430,,株式会社井上ホールディングス,株式会社井上ホールディングス,Others,False,株式会社井上ホールディングス  
E39432,,株式会社文藝春秋,株式会社文藝春秋,Others,False,株式会社文藝春秋  
E39433,,鈴木　浩喜,鈴木　浩喜,Others,False,鈴木　浩喜  
E39434,,嶋尻　行雅,嶋尻　行雅,Others,False,嶋尻　行雅  
E39435,,森藤　恵二,森藤　恵二,Others,False,森藤　恵二  
E39436,,鈴木　利明,鈴木　利明,Others,False,鈴木　利明  
E39437,,富田　祐司,富田　祐司,Others,False,富田　祐司  
E39438,,山本　考伸,山本　考伸,Others,False,山本　考伸  
E39445,,南塲　勇佑,南塲　勇佑,Others,False,南塲　勇佑  
E39446,,川口　佑,川口　佑,Others,False,川口　佑  
E39447,,株式会社日本投資ファンド,株式会社日本投資ファンド,Others,False,株式会社日本投資ファンド  
E39448,160A0,株式会社アズパートナーズ,株式会社アズパートナーズ,Services,True,株式会社アズパートナーズ  160a0
E39449,248A0,株式会社キッズスター,KIDS STAR Inc.,Information & Communication,True,株式会社キッズスター kids star inc. 248a0
E39451,,中内　準,中内　準,Others,False,中内　準  
E39454,,株式会社Ｋ,株式会社Ｋ,Others,False,株式会社ｋ  
E39456,,渡邉　将也,渡邉　将也,Others,False,渡邉　将也  
E39457,,株式会社エス・ワイ・エス,株式会社エス・ワイ・エス,Others,False,株式会社エス・ワイ・エス  
E39459,,Ｈｏｎｙ　Ｌｉｎｋ　Ｃｏ－Ｉｎｖｅｓｔｍｅｎｔ，　Ｌ．Ｐ．,Ｈｏｎｙ　Ｌｉｎｋ　Ｃｏ－Ｉｎｖｅｓｔｍｅｎｔ，　Ｌ．Ｐ．,Others,False,ｈｏｎｙ　ｌｉｎｋ　ｃｏ－ｉｎｖｅｓｔｍｅｎｔ，　ｌ．ｐ．  
E39460,173A0,株式会社ハンモック,株式会社ハンモック,Information & Communication,True,株式会社ハンモック  173a0
E39462,,株式会社ＢＣＪ－８０,株式会社ＢＣＪ－８０,Others,False,株式会社ｂｃｊ－８０  
E39463,,大須賀　哲,大須賀　哲,Others,False,大須賀　哲  
E39464,,上村　孝,上村　孝,Others,False,上村　孝  
E39465,,佐野　正憲,佐野　正憲,Others,False,佐野　正憲  
E39468,,なかのアセットマネジメント株式会社,なかのアセットマネジメント株式会社,Others,False,なかのアセットマネジメント株式会社  
E39470,,株式会社テクノバンクサンケン,株式会社テクノバンクサンケン,Real Estate,False,株式会社テクノバンクサンケン  
E39472,,新生キャピタルパートナーズ株式会社,新生キャピタルパートナーズ株式会社,Others,False,新生キャピタルパートナーズ株式会社  
E39473,156A0,マテリアルグループ株式会社,Material Group inc.,Services,True,マテリアルグループ株式会社 material group inc. 156a0
E39474,,ＳＢＣメディカルグループ株式会社,ＳＢＣメディカルグループ株式会社,Others,False,ｓｂｃメディカルグループ株式会社  
E39475,,ルーマニア,ルーマニア,Others,False,ルーマニア  
E39476,151A0,株式会社ダイブ,Dive inc.,Services,True,株式会社ダイブ dive inc. 151a0
E39477,,Ｔｉｎｇ　Ｙａｎ　Ｃｈｕｎ　Ｌｉｍｉｔｅｄ,Ｔｉｎｇ　Ｙａｎ　Ｃｈｕｎ　Ｌｉｍｉｔｅｄ,Others,False,ｔｉｎｇ　ｙａｎ　ｃｈｕｎ　ｌｉｍｉｔｅｄ  
E39478,,株式会社リンクコーポレイトコミュニケーションズ,株式会社リンクコーポレイトコミュニケーションズ,Others,False,株式会社リンクコーポレイトコミュニケーションズ  
E39480,,株式会社エツミ光学,株式会社エツミ光学,Others,False,株式会社エツミ光学  
E39481,,小林　俊介,小林　俊介,Others,False,小林　俊介  
E39482,,櫻井　透,櫻井　透,Others,False,櫻井　透  
E39483,147A0,株式会社ソラコム,株式会社ソラコム,Information & Communication,True,株式会社ソラコム  147a0
E39484,,三崎優太,三崎優太,Others,False,三崎優太  
E39485,,高山　泰三,高山　泰三,Others,False,高山　泰三  
E39487,175A0,株式会社Ｗｉｌｌ　Ｓｍａｒｔ,株式会社Ｗｉｌｌ　Ｓｍａｒｔ,Information & Communication,True,株式会社ｗｉｌｌ　ｓｍａｒｔ  175a0
E39488,176A0,レジル株式会社,Rezil Inc.,Services,True,レジル株式会社 rezil inc. 176a0
E39489,,瀬之口　和磨,瀬之口　和磨,Others,False,瀬之口　和磨  
E39490,,Ａｔｈｏｓ　Ｃａｐｉｔａｌ　Ｌｉｍｉｔｅｄ,Ａｔｈｏｓ　Ｃａｐｉｔａｌ　Ｌｉｍｉｔｅｄ,Others,False,ａｔｈｏｓ　ｃａｐｉｔａｌ　ｌｉｍｉｔｅｄ  
E39491,,黒岩　主信,黒岩　主信,Others,False,黒岩　主信  
E39492,,横野　浩一,横野　浩一,Others,False,横野　浩一  
E39501,,加藤千寿夫,加藤千寿夫,Others,False,加藤千寿夫  
E39502,,舩渡　大地,舩渡　大地,Others,False,舩渡　大地  
E39503,,玉川　憲,玉川　憲,Others,False,玉川　憲  
E39504,,株式会社ライフイン２４ｇｒｏｕｐ,株式会社ライフイン２４ｇｒｏｕｐ,Others,False,株式会社ライフイン２４ｇｒｏｕｐ  
E39505,208A0,株式会社構造計画研究所ホールディングス,KOZO KEIKAKU ENGINEERING HOLDINGS Inc.,Information & Communication,True,株式会社構造計画研究所ホールディングス kozo keikaku engineering holdings inc. 208a0
E39506,,日本交通株式会社,日本交通株式会社,Others,False,日本交通株式会社  
E39508,,保芦　さち子,保芦　さち子,Others,False,保芦　さち子  
E39509,,保芦　育子,保芦　育子,Others,False,保芦　育子  
E39510,,三浦　嚴嗣,三浦　嚴嗣,Others,False,三浦　嚴嗣  
E39512,,株式会社ジャルコ,株式会社ジャルコ,Others,False,株式会社ジャルコ  
E39513,,保芦　惠子,保芦　惠子,Others,False,保芦　惠子  
E39514,,株式会社ＨＡＲＳＵ,株式会社ＨＡＲＳＵ,Others,False,株式会社ｈａｒｓｕ  
E39515,,山中　直樹,山中　直樹,Others,False,山中　直樹  
E39517,,ブルーム２株式会社,ブルーム２株式会社,Others,False,ブルーム２株式会社  
E39518,,株式会社ＡＰ６０,株式会社ＡＰ６０,Others,False,株式会社ａｐ６０  
E39519,,杉山　博一,杉山　博一,Others,False,杉山　博一  
E39520,,中桐　啓貴,中桐　啓貴,Others,False,中桐　啓貴  
E39522,,若山　大典,若山　大典,Others,False,若山　大典  
E39523,,若山　正美,若山　正美,Others,False,若山　正美  
E39524,,若山　悠,若山　悠,Others,False,若山　悠  
E39526,,高野　紀子,高野　紀子,Others,False,高野　紀子  
E39527,,吉田　靖朗,吉田　靖朗,Others,False,吉田　靖朗  
E39528,,吉田　統一,吉田　統一,Others,False,吉田　統一  
E39529,,塩満　健一,塩満　健一,Others,False,塩満　健一  
E39533,,庄子　潔,庄子　潔,Others,False,庄子　潔  
E39534,,増田　知平,増田　知平,Others,False,増田　知平  
E39536,,サムライカーボンズ株式会社,サムライカーボンズ株式会社,Others,False,サムライカーボンズ株式会社  
E39537,,南　志郎,南　志郎,Others,False,南　志郎  
E39539,,大竹　弘,大竹　弘,Others,False,大竹　弘  
E39540,,村田　美夏,村田　美夏,Others,False,村田　美夏  
E39541,,１０Ｘ　Ｉｎｖｅｓｔｍｅｎｔ　Ｌｔｄ．,１０Ｘ　Ｉｎｖｅｓｔｍｅｎｔ　Ｌｔｄ．,Others,False,１０ｘ　ｉｎｖｅｓｔｍｅｎｔ　ｌｔｄ．  
E39546,,髙井　淳,髙井　淳,Others,False,髙井　淳  
E39547,,佐々木　満秀,佐々木　満秀,Others,False,佐々木　満秀  
E39548,,ＢＣＰＥ　Ｔａｎｋｅｒ　ＧＰ，　ＬＬＣ,ＢＣＰＥ　Ｔａｎｋｅｒ　ＧＰ，　ＬＬＣ,Others,False,ｂｃｐｅ　ｔａｎｋｅｒ　ｇｐ，　ｌｌｃ  
E39549,,ディライトワークス株式会社,ディライトワークス株式会社,Others,False,ディライトワークス株式会社  
E39550,,中村　格彰,中村　格彰,Others,False,中村　格彰  
E39551,,馬場沙紀,馬場沙紀,Others,False,馬場沙紀  
E39556,,公益財団法人紀文・保芦記念財団,公益財団法人紀文・保芦記念財団,Others,False,公益財団法人紀文・保芦記念財団  
E39558,,猪野　栄一,猪野　栄一,Others,False,猪野　栄一  
E39560,,李顯駿,李顯駿,Others,False,李顯駿  
E39561,,ＤＳＮＴｅｃｈ．Ｉｎｋ,ＤＳＮＴｅｃｈ．Ｉｎｋ,Others,False,ｄｓｎｔｅｃｈ．ｉｎｋ  
E39562,,植村　健志,植村　健志,Others,False,植村　健志  
E39563,,共栄会　理事長　山俊彦,共栄会　理事長　山俊彦,Others,False,共栄会　理事長　山俊彦  
E39565,,江尻　高宏,江尻　高宏,Others,False,江尻　高宏  
E39566,,宮下修,宮下修,Others,False,宮下修  
E39569,,北川　昌邦,北川　昌邦,Others,False,北川　昌邦  
E39570,,相良　健志,相良　健志,Others,False,相良　健志  
E39575,,浅村　裕二,浅村　裕二,Others,False,浅村　裕二  
E39576,,クロダ株式会社,クロダ株式会社,Others,False,クロダ株式会社  
E39577,,天塩倉庫株式会社,天塩倉庫株式会社,Others,False,天塩倉庫株式会社  
E39578,,三菱電機モビリティ株式会社,三菱電機モビリティ株式会社,Others,False,三菱電機モビリティ株式会社  
E39580,,株式会社Ｗｅｌｌ　Ｓｉｄｅ,株式会社Ｗｅｌｌ　Ｓｉｄｅ,Others,False,株式会社ｗｅｌｌ　ｓｉｄｅ  
E39581,,株式会社Ｂｌｕｅ　ｌａｇｏｏｎ,株式会社Ｂｌｕｅ　ｌａｇｏｏｎ,Others,False,株式会社ｂｌｕｅ　ｌａｇｏｏｎ  
E39582,,Ｃｈｕｒｃｈ　＆　Ｄｗｉｇｈｔ　Ｊａｐａｎ合同会社,Ｃｈｕｒｃｈ　＆　Ｄｗｉｇｈｔ　Ｊａｐａｎ合同会社,Others,False,ｃｈｕｒｃｈ　＆　ｄｗｉｇｈｔ　ｊａｐａｎ合同会社  
E39584,,ＥＮＥＯＳイノベーションパートナーズ合同会社,ＥＮＥＯＳイノベーションパートナーズ合同会社,Others,False,ｅｎｅｏｓイノベーションパートナーズ合同会社  
E39585,,羽山　尚,羽山　尚,Others,False,羽山　尚  
E39589,,進　顕,進　顕,Others,False,進　顕  
E39590,,田邉　勝宣,田邉　勝宣,Others,False,田邉　勝宣  
E39591,,合同会社田中企画,合同会社田中企画,Real Estate,False,合同会社田中企画  
E39592,,肥銀ブリッジ投資事業有限責任組合,肥銀ブリッジ投資事業有限責任組合,Other Financing Business,False,肥銀ブリッジ投資事業有限責任組合  
E39593,,カタリスト・インベストメント・グループ株式会社,カタリスト・インベストメント・グループ株式会社,Others,False,カタリスト・インベストメント・グループ株式会社  
E39594,,武田　好修,武田　好修,Others,False,武田　好修  
E39595,,株式会社ＫＭＫホールディングス,株式会社ＫＭＫホールディングス,Others,False,株式会社ｋｍｋホールディングス  
E39598,,読売テレビ放送株式会社,読売テレビ放送株式会社,Others,False,読売テレビ放送株式会社  
E39601,,株式会社プロシード,株式会社プロシード,Others,False,株式会社プロシード  
E39603,,伊丹　一晃,伊丹　一晃,Others,False,伊丹　一晃  
E39606,,吉村英毅,吉村英毅,Others,False,吉村英毅  
E39607,,小川　亮,小川　亮,Others,False,小川　亮  
E39608,,ウィル　マネジメント　スリー　エルエルシー,ウィル　マネジメント　スリー　エルエルシー,Others,False,ウィル　マネジメント　スリー　エルエルシー  
E39609,,佐野　純也,佐野　純也,Others,False,佐野　純也  
E39610,,株式会社ＰＬＡＮＡ,株式会社ＰＬＡＮＡ,Others,False,株式会社ｐｌａｎａ  
E39611,,株式会社ＢＣＪ－７７,株式会社ＢＣＪ－７７,Others,False,株式会社ｂｃｊ－７７  
E39612,,林　健一,林　健一,Others,False,林　健一  
E39614,,松尾　直樹,松尾　直樹,Others,False,松尾　直樹  
E39615,,高取　美樹,高取　美樹,Others,False,高取　美樹  
E39617,,Ｂａｉｎ　Ｃａｐｉｔａｌ　Ａｓｉａ　Ｖ　Ｇｅｎｅｒａｌ　Ｐａｒｔｎｅｒ，　ＬＬＣ,Ｂａｉｎ　Ｃａｐｉｔａｌ　Ａｓｉａ　Ｖ　Ｇｅｎｅｒａｌ　Ｐａｒｔｎｅｒ，　ＬＬＣ,Others,False,ｂａｉｎ　ｃａｐｉｔａｌ　ａｓｉａ　ｖ　ｇｅｎｅｒａｌ　ｐａｒｔｎｅｒ，　ｌｌｃ  
E39618,,株式会社宇佐美鉱油,株式会社宇佐美鉱油,Others,False,株式会社宇佐美鉱油  
E39623,,いなよしキャピタルパートナーズ株式会社,いなよしキャピタルパートナーズ株式会社,Others,False,いなよしキャピタルパートナーズ株式会社  
E39624,,豊田　亜理沙,豊田　亜理沙,Others,False,豊田　亜理沙  
E39626,,中村　直樹,中村　直樹,Others,False,中村　直樹  
E39628,,中村　孝人,中村　孝人,Others,False,中村　孝人  
E39629,,出口　浩史,出口　浩史,Others,False,出口　浩史  
E39630,,株式会社アガルート,株式会社アガルート,Others,False,株式会社アガルート  
E39631,,津村　元英,津村　元英,Others,False,津村　元英  
E39636,,籠谷　智輝,籠谷　智輝,Others,False,籠谷　智輝  
E39637,,株式会社ＮＴ,株式会社ＮＴ,Others,False,株式会社ｎｔ  
E39639,,藤井　一郎,藤井　一郎,Others,False,藤井　一郎  
E39640,194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,"WOLVES HAND Co., Ltd.",Services,True,"株式会社ｗｏｌｖｅｓ　ｈａｎｄ wolves hand co., ltd. 194a0"
E39641,,北井　正志,北井　正志,Others,False,北井　正志  
E39643,,株式会社北川本家,株式会社北川本家,Others,False,株式会社北川本家  
E39645,197A0,株式会社タウンズ,"TAUNS Laboratories, Inc.",Pharmaceutical,True,"株式会社タウンズ tauns laboratories, inc. 197a0"
E39646,189A0,株式会社Ｄ＆Ｍカンパニー,株式会社Ｄ＆Ｍカンパニー,Other Financing Business,True,株式会社ｄ＆ｍカンパニー  189a0
E39647,,株式会社サウンドハウス,株式会社サウンドハウス,Others,False,株式会社サウンドハウス  
E39648,,金　淙採,金　淙採,Others,False,金　淙採  
E39650,,廣政　愁一,廣政　愁一,Others,False,廣政　愁一  
E39653,184A0,株式会社学びエイド,株式会社学びエイド,Information & Communication,True,株式会社学びエイド  184a0
E39655,,マルシアンホールディングス合同会社,マルシアンホールディングス合同会社,Others,False,マルシアンホールディングス合同会社  
E39657,,アスミホールディングス株式会社,アスミホールディングス株式会社,Others,False,アスミホールディングス株式会社  
E39659,,中村　誠司,中村　誠司,Others,False,中村　誠司  
E39660,,渡邉　敏行,渡邉　敏行,Others,False,渡邉　敏行  
E39661,186A0,株式会社アストロスケールホールディングス,株式会社アストロスケールホールディングス,Services,True,株式会社アストロスケールホールディングス  186a0
E39662,195A0,株式会社ＭＵＳＣＡＴ　ＧＲＯＵＰ,株式会社ＭＵＳＣＡＴ　ＧＲＯＵＰ,Services,True,株式会社ｍｕｓｃａｔ　ｇｒｏｕｐ  195a0
E39664,,Ｔｅａｍ　Ｅｎｅｒｇｙ　ＧＩ株式会社,Ｔｅａｍ　Ｅｎｅｒｇｙ　ＧＩ株式会社,Others,False,ｔｅａｍ　ｅｎｅｒｇｙ　ｇｉ株式会社  
E39665,,ゼナーアセットマネジメントエルエルピー,ゼナーアセットマネジメントエルエルピー,Others,False,ゼナーアセットマネジメントエルエルピー  
E39666,,金子　将幸,金子　将幸,Others,False,金子　将幸  
E39668,196A0,株式会社ＭＦＳ,"MFS, Inc.",Other Financing Business,True,"株式会社ｍｆｓ mfs, inc. 196a0"
E39669,,ＵＢＳファンド・マネジメント（アイルランド）リミテッド,ＵＢＳファンド・マネジメント（アイルランド）リミテッド,Others,False,ｕｂｓファンド・マネジメント（アイルランド）リミテッド  
E39670,,石井　康弘,石井　康弘,Others,False,石井　康弘  
E39671,205A0,株式会社ロゴスホールディングス,LOGOS HOLDINGS INC.,Construction,True,株式会社ロゴスホールディングス logos holdings inc. 205a0
E39672,,間野　賢治,間野　賢治,Others,False,間野　賢治  
E39673,,星山　和彦,星山　和彦,Others,False,星山　和彦  
E39674,,渡辺　敏行,渡辺　敏行,Others,False,渡辺　敏行  
E39675,,株式会社可成屋,"Kanariya Co., Ltd.",Services,False,"株式会社可成屋 kanariya co., ltd. "
E39676,,株式会社Ｔ．ＭＡＫＥ,株式会社Ｔ．ＭＡＫＥ,Others,False,株式会社ｔ．ｍａｋｅ  
E39677,253A0,株式会社ＥＴＳグループ,"ETS Group Co.,Ltd.",Construction,True,"株式会社ｅｔｓグループ ets group co.,ltd. 253a0"
E39685,,グロースパートナーズ株式会社,グロースパートナーズ株式会社,Others,False,グロースパートナーズ株式会社  
E39687,,ＪＡＦホールディングス株式会社,ＪＡＦホールディングス株式会社,Others,False,ｊａｆホールディングス株式会社  
E39691,202A0,株式会社豆蔵デジタルホールディングス,"MAMEZO DIGITAL HOLDINGS CO.,LTD",Information & Communication,True,"株式会社豆蔵デジタルホールディングス mamezo digital holdings co.,ltd 202a0"
E39692,,株式会社クリスピー,株式会社クリスピー,Others,False,株式会社クリスピー  
E39693,,アセンダー・キャピタル・リミテッド,アセンダー・キャピタル・リミテッド,Others,False,アセンダー・キャピタル・リミテッド  
E39694,,ビー・エックス・ジェイ・ビー・ツー・ホールディング株式会社,ビー・エックス・ジェイ・ビー・ツー・ホールディング株式会社,Others,False,ビー・エックス・ジェイ・ビー・ツー・ホールディング株式会社  
E39695,,株式会社ハルク,株式会社ハルク,Others,False,株式会社ハルク  
E39696,,株式会社みみっく,株式会社みみっく,Others,False,株式会社みみっく  
E39704,,麻布台１号有限責任事業組合,麻布台１号有限責任事業組合,Others,False,麻布台１号有限責任事業組合  
E39707,,駒田　一央,駒田　一央,Others,False,駒田　一央  
E39708,198A0,ＰｏｓｔＰｒｉｍｅ株式会社,PostPrime Inc.,Information & Communication,True,ｐｏｓｔｐｒｉｍｅ株式会社 postprime inc. 198a0
E39709,,株式会社エスコンアセットマネジメント,株式会社エスコンアセットマネジメント,Others,False,株式会社エスコンアセットマネジメント  
E39711,,長野　光幸,長野　光幸,Others,False,長野　光幸  
E39714,,池田　真人,池田　真人,Others,False,池田　真人  
E39715,,玉野　玲子,玉野　玲子,Others,False,玉野　玲子  
E39716,,髙田　信子,髙田　信子,Others,False,髙田　信子  
E39721,,トモエ株式会社,トモエ株式会社,Others,False,トモエ株式会社  
E39728,,八幡　信孝,八幡　信孝,Others,False,八幡　信孝  
E39729,211A0,株式会社カドス・コーポレーション,Cados Corporation,Construction,True,株式会社カドス・コーポレーション cados corporation 211a0
E39731,,株式会社ミンカブソリューションサービシーズ,株式会社ミンカブソリューションサービシーズ,Others,False,株式会社ミンカブソリューションサービシーズ  
E39732,212A0,フィットイージー株式会社,FIT-EASY,Services,True,フィットイージー株式会社 fit-easy 212a0
E39733,,株式会社ＹＳＹ,株式会社ＹＳＹ,Others,False,株式会社ｙｓｙ  
E39735,,野中　雅貴,野中　雅貴,Others,False,野中　雅貴  
E39736,,岡田　光信,岡田　光信,Others,False,岡田　光信  
E39737,254A0,ＡＩフュージョンキャピタルグループ株式会社,AI FUSION CAPITAL GROUP CORP.,Other Financing Business,True,ａｉフュージョンキャピタルグループ株式会社 ai fusion capital group corp. 254a0
E39738,,Ｈｅｂａｒａ　Ｈｏｌｄｃｏ　ＩＩ，　Ｌ．Ｐ．,Ｈｅｂａｒａ　Ｈｏｌｄｃｏ　ＩＩ，　Ｌ．Ｐ．,Others,False,ｈｅｂａｒａ　ｈｏｌｄｃｏ　ｉｉ，　ｌ．ｐ．  
E39739,,株式会社ＢＣＪ－７９,株式会社ＢＣＪ－７９,Others,False,株式会社ｂｃｊ－７９  
E39740,,エムキャップ十二号株式会社,エムキャップ十二号株式会社,Others,False,エムキャップ十二号株式会社  
E39741,255A0,ジーエルテクノホールディングス株式会社,"GLTECHNO HOLDINGS, INC.",Precision Instruments,True,"ジーエルテクノホールディングス株式会社 gltechno holdings, inc. 255a0"
E39742,,斎藤　靜敬,斎藤　靜敬,Others,False,斎藤　靜敬  
E39743,,森山興産株式会社,森山興産株式会社,Others,False,森山興産株式会社  
E39747,,ＶＴＯＮＥ株式会社,ＶＴＯＮＥ株式会社,Others,False,ｖｔｏｎｅ株式会社  
E39748,,北山　聡明,北山　聡明,Others,False,北山　聡明  
E39749,,住友生命第４回劣後ローン流動化株式会社,住友生命第４回劣後ローン流動化株式会社,Others,False,住友生命第４回劣後ローン流動化株式会社  
E39750,,新生信託銀行株式会社,新生信託銀行株式会社,Others,False,新生信託銀行株式会社  
E39751,206A0,株式会社ＰＲＩＳＭ　ＢｉｏＬａｂ,株式会社ＰＲＩＳＭ　ＢｉｏＬａｂ,Pharmaceutical,True,株式会社ｐｒｉｓｍ　ｂｉｏｌａｂ  206a0
E39752,,大屋　翼,大屋　翼,Others,False,大屋　翼  
E39756,,合同会社シーディーワン,合同会社シーディーワン,Others,False,合同会社シーディーワン  
E39757,,松井　信博,松井　信博,Others,False,松井　信博  
E39758,,ネイビー１株式会社,ネイビー１株式会社,Others,False,ネイビー１株式会社  
E39759,219A0,Ｈｅａｒｔｓｅｅｄ株式会社,Ｈｅａｒｔｓｅｅｄ株式会社,Pharmaceutical,True,ｈｅａｒｔｓｅｅｄ株式会社  219a0
E39760,215A0,株式会社タイミー,株式会社タイミー,Information & Communication,True,株式会社タイミー  215a0
E39761,,和德投資有限公司,和德投資有限公司,Others,False,和德投資有限公司  
E39762,,公益財団法人マリオン財団,公益財団法人マリオン財団,Others,False,公益財団法人マリオン財団  
E39765,,福山産業株式会社,福山産業株式会社,Others,False,福山産業株式会社  
E39767,,一般財団法人アサヒペンひかり財団,一般財団法人アサヒペンひかり財団,Others,False,一般財団法人アサヒペンひかり財団  
E39768,,倉谷　知子,倉谷　知子,Others,False,倉谷　知子  
E39776,,株式会社シティクリエイションホールディングス,株式会社シティクリエイションホールディングス,Others,False,株式会社シティクリエイションホールディングス  
E39777,,庄司　武史,庄司　武史,Others,False,庄司　武史  
E39778,220A0,株式会社Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,Faber Company Inc.,Information & Communication,True,株式会社ｆａｂｅｒ　ｃｏｍｐａｎｙ faber company inc. 220a0
E39779,,ビー・エックス・ジェイ・シー・ツー・ホールディング株式会社,ビー・エックス・ジェイ・シー・ツー・ホールディング株式会社,Others,False,ビー・エックス・ジェイ・シー・ツー・ホールディング株式会社  
E39780,,稲井田　勝,稲井田　勝,Others,False,稲井田　勝  
E39781,,楠　流維,楠　流維,Others,False,楠　流維  
E39782,,楠　行博,楠　行博,Others,False,楠　行博  
E39783,,大久保　遼,大久保　遼,Others,False,大久保　遼  
E39784,,Ｄａｎ　Ｔａｋａｈａｓｈｉ　ＬＬＣ,Ｄａｎ　Ｔａｋａｈａｓｈｉ　ＬＬＣ,Others,False,ｄａｎ　ｔａｋａｈａｓｈｉ　ｌｌｃ  
E39785,256A0,飛島ホールディングス株式会社,TOBISHIMA HOLDINGS Inc,Construction,True,飛島ホールディングス株式会社 tobishima holdings inc 256a0
E39786,,山﨑　武夫,山﨑　武夫,Others,False,山﨑　武夫  
E39788,218A0,株式会社Ｌｉｂｅｒａｗａｒｅ,株式会社Ｌｉｂｅｒａｗａｒｅ,Information & Communication,True,株式会社ｌｉｂｅｒａｗａｒｅ  218a0
E39790,,三宅　洋,三宅　洋,Others,False,三宅　洋  
E39792,,二木　信行,二木　信行,Others,False,二木　信行  
E39797,,株式会社Ａｄｏ,株式会社Ａｄｏ,Others,False,株式会社ａｄｏ  
E39798,,新聯利控股有限公司,新聯利控股有限公司,Others,False,新聯利控股有限公司  
E39800,,塩澤　崇,塩澤　崇,Others,False,塩澤　崇  
E39801,,ライフサイエンスベンチャーキャピタル株式会社,ライフサイエンスベンチャーキャピタル株式会社,Others,False,ライフサイエンスベンチャーキャピタル株式会社  
E39805,,池田　雄一,池田　雄一,Others,False,池田　雄一  
E39807,,中山田　明,中山田　明,Others,False,中山田　明  
E39808,,株式会社豆蔵Ｋ２ＴＯＰホールディングス,株式会社豆蔵Ｋ２ＴＯＰホールディングス,Others,False,株式会社豆蔵ｋ２ｔｏｐホールディングス  
E39809,,ＯＲＣＨＩＤ　ＰＬＵＳ　ＰＴＥ．　ＬＴＤ．,ＯＲＣＨＩＤ　ＰＬＵＳ　ＰＴＥ．　ＬＴＤ．,Others,False,ｏｒｃｈｉｄ　ｐｌｕｓ　ｐｔｅ．　ｌｔｄ．  
E39812,272A0,株式会社グリーンクロスホールディングス,株式会社グリーンクロスホールディングス,Wholesale Trade,True,株式会社グリーンクロスホールディングス  272a0
E39813,,株式会社エースタート,株式会社エースタート,Others,False,株式会社エースタート  
E39814,,徳田　博子,徳田　博子,Others,False,徳田　博子  
E39815,,赤羽　斉子,赤羽　斉子,Others,False,赤羽　斉子  
E39818,,ＧＭＯベンチャー通信スタートアップ支援株式会社,ＧＭＯベンチャー通信スタートアップ支援株式会社,Others,False,ｇｍｏベンチャー通信スタートアップ支援株式会社  
E39820,,株式会社ライジングプロパティマネジメント,株式会社ライジングプロパティマネジメント,Others,False,株式会社ライジングプロパティマネジメント  
E39827,,ＣＩＴＩＣ　ＣＡＰＩＴＡＬ　ＪＡＰＡＮ　ＰＡＲＴＮＥＲＳ　ＩＩＩ、Ｌ．Ｐ．,ＣＩＴＩＣ　ＣＡＰＩＴＡＬ　ＪＡＰＡＮ　ＰＡＲＴＮＥＲＳ　ＩＩＩ、Ｌ．Ｐ．,Others,False,ｃｉｔｉｃ　ｃａｐｉｔａｌ　ｊａｐａｎ　ｐａｒｔｎｅｒｓ　ｉｉｉ、ｌ．ｐ．  
E39828,,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＧＦ　ＧＰ，　Ｌｔｄ．,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＧＦ　ＧＰ，　Ｌｔｄ．,Others,False,ｊ－ｓｔａｒ　ｎｏ．３　ｇｆ　ｇｐ，　ｌｔｄ．  
E39829,,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＪＣ　ＧＰ，　Ｌｔｄ．,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＪＣ　ＧＰ，　Ｌｔｄ．,Others,False,ｊ－ｓｔａｒ　ｎｏ．３　ｊｃ　ｇｐ，　ｌｔｄ．  
E39830,,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＪＦ　ＧＰ，　Ｌｔｄ．,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＪＦ　ＧＰ，　Ｌｔｄ．,Others,False,ｊ－ｓｔａｒ　ｎｏ．３　ｊｆ　ｇｐ，　ｌｔｄ．  
E39831,,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＳＳ　ＧＰ，　Ｌｔｄ．,Ｊ－ＳＴＡＲ　Ｎｏ．３　ＳＳ　ＧＰ，　Ｌｔｄ．,Others,False,ｊ－ｓｔａｒ　ｎｏ．３　ｓｓ　ｇｐ，　ｌｔｄ．  
E39832,,ＬＮＳ　Ｍａｎａｇｅｍｅｎｔ　Ｐｔｅ．　Ｌｔｄ．,ＬＮＳ　Ｍａｎａｇｅｍｅｎｔ　Ｐｔｅ．　Ｌｔｄ．,Others,False,ｌｎｓ　ｍａｎａｇｅｍｅｎｔ　ｐｔｅ．　ｌｔｄ．  
E39838,,髙山　眞司,髙山　眞司,Others,False,髙山　眞司  
